阿柏克茲亞	阿柏克兹亚
拿槍桿	拿枪杆
拿下錶	拿下表
拿下鐘	拿下钟
拿藥	拿药
拿雲手	拿云手
拿雲握霧	拿云握雾
拿雲捉月	拿云捉月
拿賊要贓拿姦要雙	拿贼要赃拿奸要双
拿着雞毛當令箭	拿着鸡毛当令箭
拿準	拿准
哪方面	哪方面
哪個	哪个
哪個人	哪个人
哪個月	哪个月
哪回	哪回
哪幾	哪几
哪幾次	哪几次
哪幾個	哪几个
哪幾天	哪几天
哪裏	哪里
哪裏買	哪里买
哪裏哪裏	哪里哪里
哪裏人	哪里人
哪裏摔倒哪裏爬	哪里摔倒哪里爬
哪臺	哪台
哪一齣	哪一出
哪一個	哪一个
哪隻	哪只
哪種	哪种
哪種人	哪种人
那杯	那杯
那齣電影	那出电影
那齣好戲	那出好戏
那齣劇	那出剧
那當兒	那当儿
那方面	那方面
那個	那个
那個耗子不偷油	那个耗子不偷油
那個貓兒不喫腥	那个猫儿不吃腥
那個人	那个人
那回	那回
那夥人	那伙人
那幾	那几
那幾次	那几次
那幾個	那几个
那幾天	那几天
那借	那借
那捲	那卷
那裏	那里
那麼	那么
那麼幹	那么干
那麼着	那么着
那曲	那曲
那曲地區	那曲地区
那曲市	那曲市
那曲縣	那曲县
那斯達克	那斯达克
那臺	那台
那維克	那维克
那隻	那只
那只是	那只是
那只有	那只有
那種	那种
那種人	那种人
衲被蒙頭	衲被蒙头
納波里塔諾	纳波里塔诺
納采	纳采
納粹黨	纳粹党
納德阿里	纳德阿里
納合	纳合
納吉布	纳吉布
納傑夫	纳杰夫
納克希班迪	纳克希班迪
納莉颱風	纳莉台风
納米技術	纳米技术
納奇錄異	纳奇录异
納斯達克	纳斯达克
納修斯	纳修斯
納扎爾巴耶夫	纳扎尔巴耶夫
納徵	纳征
乃里	乃里
乃至於	乃至于
奶捲	奶卷
奶媽懷裏的孩子	奶妈怀里的孩子
奶孃	奶娘
奶製品	奶制品
奈向	奈向
耐冬	耐冬
耐多藥	耐多药
耐多藥結核病	耐多药结核病
耐克	耐克
耐熱合金	耐热合金
耐藥性	耐药性
男才女貌	男才女貌
男大當婚	男大当婚
男女有別	男女有别
男僕	男仆
男生宿舍	男生宿舍
男屍	男尸
男同學	男同学
男同志	男同志
男系	男系
男性厭惡	男性厌恶
男傭	男佣
男傭人	男佣人
男用錶	男用表
南北極	南北极
南北向	南北向
南朝梁	南朝梁
南出	南出
南斗	南斗
南斗六星	南斗六星
南斗星君	南斗星君
南方週末	南方周末
南豐	南丰
南豐縣	南丰县
南宮适	南宫适
南胡	南胡
南迴	南回
南迴公路	南回公路
南迴歸線	南回归线
南迴鐵路	南回铁路
南迴線	南回线
南匯	南汇
南匯區	南汇区
南箕北斗	南箕北斗
南極	南极
南極呈祥	南极呈祥
南極大陸	南极大陆
南極地區	南极地区
南極光	南极光
南極老人星	南极老人星
南極圈	南极圈
南極騰輝	南极腾辉
南極仙翁	南极仙翁
南極星沉	南极星沉
南極星輝	南极星辉
南極洲	南极洲
南極洲半島	南极洲半岛
南極座	南极座
南京鐘	南京钟
南京鐘錶	南京钟表
南里	南里
南面	南面
南面百城	南面百城
南面稱伯	南面称伯
南面稱孤	南面称孤
南面稱王	南面称王
南面爲王	南面为王
南屏晚鐘	南屏晚钟
南曲	南曲
南山盃	南山杯
南山並壽	南山并寿
南山有臺	南山有台
南臺	南台
南臺工專	南台工专
南臺灣	南台湾
南特傑克	南特杰克
南無阿彌陀佛	南无阿弥陀佛
南向	南向
南洋模範	南洋模范
南葉門	南叶门
南涌	南涌
南遊	南游
南嶽	南岳
南針	南针
南征	南征
南征北伐	南征北伐
南征北討	南征北讨
南征北戰	南征北战
南枝向火北枝寒	南枝向火北枝寒
南筑	南筑
難捱	难挨
難償所願	难偿所愿
難出	难出
難出手心	难出手心
難當	难当
難當重任	难当重任
難得糊塗	难得糊涂
難分難捨	难分难舍
難割難捨	难割难舍
難控制	难控制
難了	难了
難容於	难容于
難捨	难舍
難捨難分	难舍难分
難捨難離	难舍难离
難施面目	难施面目
難嚥	难咽
難以出口	难以出口
難易適中	难易适中
難廕	难荫
難於	难于
難於登天	难于登天
難於接近	难于接近
難於上天	难于上天
難住了	难住了
囊橐豐盈	囊橐丰盈
囊溫郎當	囊温郎当
孬種	孬种
撓曲	挠曲
撓折	挠折
撓直爲曲	挠直为曲
蟯蟲	蛲虫
蟯蟲病	蛲虫病
腦成像技術	脑成像技术
腦出血	脑出血
腦幹	脑干
腦海裏	脑海里
腦後	脑后
腦回	脑回
腦力激盪	脑力激荡
腦力激盪法	脑力激荡法
腦力激盪術	脑力激荡术
腦前額葉	脑前额叶
腦震盪	脑震荡
腦子裏	脑子里
鬧錶	闹表
鬧彆扭	闹别扭
鬧出	闹出
鬧出來	闹出来
鬧出去	闹出去
鬧出笑話	闹出笑话
鬧個	闹个
鬧哄哄	闹哄哄
鬧鬨	闹哄
鬧饑荒	闹饥荒
鬧了半天鬼	闹了半天鬼
鬧鈴時鐘	闹铃时钟
鬧擰了	闹拧了
鬧臺	闹台
鬧着玩兒	闹着玩儿
鬧鐘	闹钟
內布拉斯	內布拉斯
內布拉斯加	內布拉斯加 内布拉斯加
內布拉斯加州	内布拉斯加州
內部鬥爭	内部斗争
內部聯繫	內部联系
內參	内参
內出血	內出血 内出血
內鬥	内斗
內分泌系統	內分泌系统
內服藥	內服药
內閣制	內阁制
內核	内核
內鬨	内哄
內婚制	內婚制
內奸	内奸
內緊外鬆	内紧外松
內科手術	內科手术
內扣	内扣
內蒙	内蒙
內蒙古	內蒙古 内蒙古
內蒙古大學	内蒙古大学
內蒙古自治區	內蒙古自治区 内蒙古自治区
內面包的	内面包的
內容管理系統	内容管理系统
內鬆外緊	内松外紧
內塔尼亞胡	内塔尼亚胡
內外並重	內外并重
內外交困	內外交困
內外向包辦	內外向包办
內外姻黨	內外姻党
內務櫃	內务柜
內細胞團	内细胞团
內向	内向
內心裏	內心里
內憂外困	内忧外困
內在幾何	内在几何
內在幾何學	内在几何学
內臟	内脏
內臟器官移植	內脏器官移植
內掌櫃的	內掌柜的
內製	内制
內製作	內制作
嫩葉	嫩叶
能干擾	能干扰
能干涉	能干涉
能干預	能干预
能幹	能干
能借	能借
能剋制	能克制
能力範圍	能力范围
能乾巴巴	能干巴巴
能乾杯	能干杯
能乾脆	能干脆
能乾耗	能干耗
能乾着急	能干着急
能捨	能舍
能說不能幹	能说不能干
能願動詞	能愿动词
能征慣戰	能征惯战
能征善戰	能征善战
能自制	能自制
尼庵	尼庵
尼布楚條約	尼布楚条约
尼布甲尼撒	尼布甲尼撒
尼采	尼采
尼姑庵	尼姑庵
尼加拉瀑布	尼加拉瀑布
尼克	尼克
尼克隊	尼克队
尼克勞斯	尼克劳斯
尼克洛	尼克洛
尼克森	尼克森
尼克松	尼克松
尼勒克	尼勒克
尼勒克縣	尼勒克县
尼龍布	尼龙布
尼乾陀	尼乾陀
尼乾子	尼乾子
尼壇	尼坛
尼坦雅胡	尼坦雅胡
尼亞加拉瀑布	尼亚加拉瀑布
泥板	泥板
泥板岩	泥板岩
泥鏟	泥铲
泥封函谷	泥封函谷
泥灰岩	泥灰岩
泥塑木雕	泥塑木雕
泥塗	泥涂
泥土面	泥土面
泥岩	泥岩
泥涌	泥涌
泥於	泥于
泥質岩	泥质岩
泥質頁岩	泥质页岩
倪嗣沖	倪嗣冲
倪雲林	倪云林
霓裳羽衣曲	霓裳羽衣曲
你纔子發昏	你才子发昏
你斗了膽	你斗了胆
你剋制	你克制
你誇我逞	你夸我逞
你念	你念
你乾那杯	你干那杯
你乾一杯	你干一杯
你是爲了	你是为了
你搜	你搜
你係	你系
你有千條妙計我有一定之規	你有千条妙计我有一定之规
擬阿拖品藥物	拟阿拖品药物
擬出	拟出
擬定出	拟定出
擬核	拟核
擬鹵素	拟卤素
擬於	拟于
擬於不倫	拟于不伦
擬製	拟制
逆黨	逆党
逆價差	逆价差
逆入平出	逆入平出
逆時針	逆时针
逆向	逆向
逆向公車	逆向公车
逆向思考	逆向思考
逆向行駛	逆向行驶
逆向擁塞通知	逆向拥塞通知
逆向整合	逆向整合
逆折	逆折
逆鐘	逆钟
逆鐘向	逆钟向
逆轉錄	逆转录
逆轉錄病毒	逆转录病毒
逆轉錄酶	逆转录酶
匿於	匿于
惄如調饑	惄如调饥
溺谷	溺谷
溺於	溺于
溺志	溺志
膩了	腻了
膩雲	腻云
拈花摘葉	拈花摘叶
拈鬚	拈须
拈折	拈折
拈針指	拈针指
年表	年表
年代裏	年代里
年德並高	年德并高
年復一年	年复一年
年穀	年谷
年後	年后
年幾	年几
年鑑	年鉴
年金制度	年金制度
年久失修	年久失修
年裏	年里
年曆	年历
年齡特徵	年龄特征
年少得志	年少得志
年臺	年台
年同	年同
年團子	年团子
年餘	年余
鮎魚	鲇鱼
黏合	黏合
黏合成	黏合成
黏合劑	黏合剂
黏合力	黏合力
黏了	黏了
捻合	捻合
捻鬚	捻须
捻鍼	捻针
碾米廠	碾米厂
攆出	撵出
攆出來	撵出来
攆出去	撵出去
廿里	廿里
廿五萬	廿五万
念冰	念冰
念不	念不
念琛	念琛
念成	念成
念出	念出
念慈	念慈
念此	念此
念道	念道
念得	念得
念點	念点
念都	念都
念兒	念儿
念法	念法
念給	念给
念過	念过
念好	念好
念和	念和
念及	念及
念舊	念旧
念可	念可
念來	念来
念力	念力
念母	念母
念你	念你
念念	念念
念起	念起
念青	念青
念情	念情
念曲叫曲	念曲叫曲
念日	念日
念上	念上
念生	念生
念是	念是
念他	念他
念她	念她
念頭	念头
念我	念我
念想	念想
念心	念心
念一	念一
念以	念以
念有	念有
念魚	念鱼
念在	念在
念這	念这
念着	念着
念之	念之
念中	念中
念珠	念珠
唸啊	念啊
唸吧	念吧
唸白	念白
唸錯	念错
唸叨	念叨
唸到	念到
唸的	念的
唸對	念对
唸佛	念佛
唸經	念经
唸了	唸了 念了
唸了一聲	念了一声
唸唸有詞	念念有词
唸詩	念诗
唸書	念书
唸誦	念诵
唸完	念完
唸曰	念曰
唸着	念着
唸咒	念咒
唸作	念作
娘兒們	娘儿们
娘母子	娘母子
娘娘	娘娘
娘娘廟	娘娘庙
娘娘腔	娘娘腔
娘婆	娘婆
娘子	娘子
娘子關	娘子关
娘子軍	娘子军
孃的	娘的
孃兒	娘儿
孃兒倆	娘儿俩
孃家	娘家
孃家姓	娘家姓
孃舅	娘舅
孃老子	娘老子
孃親	娘亲
孃胎	娘胎
孃姨	娘姨
釀出	酿出
釀酒廠	酿酒厂
釀造出來	酿造出来
釀製	酿制
鳥卜	鸟卜
鳥蟲書	鸟虫书
鳥盡弓藏	鸟尽弓藏
鳥裏鳥氣	鸟里鸟气
鳥面鵠形	鸟面鹄形
鳥松	鸟松
鳥松鄉	鸟松乡
嫋娜	袅娜
嫋娜風流	袅娜风流
嫋娜纖巧	袅娜纤巧
嫋嫋	袅袅
嫋嫋娜娜	袅袅娜娜
嫋嫋娉娉	袅袅娉娉
嫋嫋婷婷	袅袅婷婷
裊裊炊煙	袅袅炊烟
裊裊上升	袅袅上升
裊繞	袅绕
裊窕	袅窕
蔦蘿施喬松	茑萝施乔松
尿杯	尿杯
尿崩症	尿崩症
尿布	尿布
尿布臺	尿布台
尿布疹	尿布疹
尿斗	尿斗
尿毒症	尿毒症
捏不準	捏不准
捏出	捏出
捏出水兒來的	捏出水儿来的
捏合	捏合
捏了一把汗	捏了一把汗
捏了一把冷汗	捏了一把冷汗
捏麪人	捏面人
捏造出	捏造出
捏造出來	捏造出来
捏製	捏制
涅面	涅面
鎳合金	镍合金
孽黨	孽党
孽障種子	孽障种子
孽種	孽种
齧蘗吞針	齧蘗吞针
齧合	啮合 齧合
囓合	囓合
您剋制	您克制
苧麻	苎麻
甯成子	宁成子
甯悼子	宁悼子
甯調元	宁调元
甯斧成	宁斧成
甯浩	宁浩
甯惠子	宁惠子
甯猛力	宁猛力
甯戚	宁戚
甯武子	宁武子
甯越	宁越
甯中則	宁中则
甯莊子	宁庄子
寧當玉碎	宁当玉碎
寧個	宁个
寧靜致遠	宁静致远
寧夏回族	宁夏回族
寧夏回族自治區	宁夏回族自治区
寧願	宁愿
寧折不彎	宁折不弯
寧撞金鐘一下不打破鼓三千	宁撞金钟一下不打破鼓三千
凝合	凝合
凝合力	凝合力
凝灰岩	凝灰岩
凝鍊	凝炼
凝咽	凝咽
擰了	拧了
擰乾	拧干
擰鬆	拧松
擰種	拧种
獰惡	狞恶
獰惡可怖	狞恶可怖
薴悴	苧悴
薴烯	苧烯
佞幸	佞幸
牛表牛觔	牛表牛觔
牛後	牛后
牛回磨轉	牛回磨转
牛驥同槽	牛骥同槽
牛驥同一皁	牛骥同一皁
牛驥同皁	牛骥同皁
牛驥同皂	牛骥同皂
牛角掛書	牛角挂书
牛角麪包	牛角面包
牛李黨爭	牛李党争
牛柳麪	牛柳面
牛肉炒麪	牛肉炒面
牛肉拉麪	牛肉拉面
牛肉麪	牛肉面
牛肉麪節	牛肉面节
牛肉乾	牛肉干
牛肉湯麪	牛肉汤面
牛舍	牛舍
牛頭馬面	牛头马面
牛隻	牛只
牛仔布	牛仔布
扭擺	扭摆
扭擺不停	扭摆不停
扭別	扭别
扭成一團	扭成一团
扭出	扭出
扭出來	扭出来
扭出去	扭出去
扭曲	扭曲
扭曲作直	扭曲作直
扭頭折頸	扭头折颈
扭轉乾坤	扭转乾坤
狃於	狃于
狃於成見	狃于成见
紐芬蘭與拉布拉多	纽芬兰与拉布拉多
紐華克	纽华克
紐幾內亞	纽几内亚
紐蒙特	纽蒙特
紐瓦克	纽瓦克
鈕釦	钮扣
農產品平準基金	农产品平准基金
農村合作化	农村合作化
農村家庭聯產承包責任制	农村家庭联产承包责任制
農地重劃	农地重划
農復會	农复会
農化系	农化系
農機系	农机系
農技團	农技团
農家品種	农家品种
農經系	农经系
農曆	农历
農曆年	农历年
農曆新年	农历新年
農民黨	农民党
農民曆	农民历
農民歷史	农民历史
農民團體	农民团体
農奴制	农奴制
農奴制度	农奴制度
農舍	农舍
農藥	农药
農藥商	农药商
農業合作	农业合作
農業合作化	农业合作化
農業技術	农业技术
農業生產合作社	农业生产合作社
農業生產技術	农业生产技术
農藝系	农艺系
農莊	农庄
農作曲	农作曲
農作物品種	农作物品种
濃暗	浓暗
濃淡適中	浓淡适中
濃髮	浓发
濃墨重彩	浓墨重彩
濃霧密佈	浓雾密布
濃血症	浓血症
濃煙	浓烟
濃於	浓于
濃郁	浓郁
濃雲	浓云
濃雲密佈	浓云密布
膿團	脓团
穠纖	秾纤
穠纖合度	秾纤合度
醲郁	醲郁
弄醜	弄丑
弄出	弄出
弄出來	弄出来
弄出去	弄出去
弄粉調朱	弄粉调朱
弄鬼弔猴	弄鬼吊猴
弄壞了	弄坏了
弄僵	弄僵
弄麪喫	弄面吃
弄擰了	弄拧了
弄乾	弄干
弄鬆	弄松
弄髒	弄脏
弄盞傳杯	弄盏传杯
奴才	奴才
奴兒干	奴儿干
奴兒干都司	奴儿干都司
奴隸制	奴隶制
奴隸制度	奴隶制度
奴僕	奴仆
駑馬十舍	驽马十舍
努瓦克肖特	努瓦克肖特
怒臂當車	怒臂当车
怒衝衝	怒冲冲
怒從心上起惡向膽邊生	怒从心上起恶向胆边生
怒惡	怒恶
怒髮沖天	怒发冲天
怒髮衝冠	怒发冲冠
怒火沖天	怒火冲天
怒火萬丈	怒火万丈
怒江大峽谷	怒江大峡谷
怒目相向	怒目相向
怒氣沖發	怒气冲发
怒氣沖天	怒气冲天
怒氣衝衝	怒气冲冲
怒容滿面	怒容满面
怒形於色	怒形于色
怒於	怒于
女丑	女丑
女丑劇場	女丑剧场
女大當嫁	女大当嫁
女大須嫁	女大须嫁
女傑	女杰
女貌郎才	女貌郎才
女娘	女娘
女僕	女仆
女僕部	女仆部
女人心海底針	女人心海底针
女乳症	女乳症
女舍監	女舍监
女生外嚮	女生外向
女屍	女尸
女宿舍	女宿舍
女同	女同
女同胞	女同胞
女同志	女同志
女王杯	女王杯
女系家族	女系家族
女性第二性徵	女性第二性征
女性厭惡	女性厌恶
女性藝術	女性艺术
女性藝術史	女性艺术史
女修道	女修道
女修道院	女修道院
女修道張	女修道张
女修士	女修士
女秀才	女秀才
女藥頭	女药头
女傭	女佣
女傭人	女佣人
女御	女御
女長須嫁	女长须嫁
女中豪傑	女中豪杰
女子參政權	女子参政权
女子參政主義	女子参政主义
暖廠	暖厂
暖盪撩鍋	暖荡撩锅
暖冬	暖冬
暖簾	暖帘
暖氣團	暖气团
暖色系	暖色系
暖雲兜	暖云兜
暖種	暖种
瘧蟲	疟虫
瘧原蟲	疟原虫
挪出	挪出
挪借	挪借
諾福克	诺福克
諾福克島	诺福克岛
諾里	诺里
諾美克斯	诺美克斯
諾瓦克	诺瓦克
糯米糰	糯米团
漚鬱	沤郁
歐伯托	欧伯托
歐布拉多	欧布拉多
歐布萊特	欧布莱特
歐胡島	欧胡岛
歐化傾向	欧化倾向
歐幾里得	欧几里得
歐幾里得原理	欧几里得原理
歐幾里德	欧几里德
歐克	欧克
歐克萊	欧克莱
歐克曼	欧克曼
歐拉朱萬	欧拉朱万
歐雷克	欧雷克
歐里	欧里
歐里庇得斯	欧里庇得斯
歐里桑	欧里桑
歐羅巴人種	欧罗巴人种
歐佩克	欧佩克
歐普藝術	欧普艺术
歐秋雅	欧秋雅
歐薩蘇納	欧萨苏纳
歐氏幾何學	欧氏几何学
歐式幾何	欧式几何
歐式幾何學	欧式几何学
歐式建築	欧式建筑
歐特里尼	欧特里尼
歐系	欧系
歐陽修	欧阳修
歐遊	欧游
歐遊記趣	欧游记趣
歐遊之行	欧游之行
歐戰後	欧战后
歐洲安全和合作組織	欧洲安全和合作组织
歐洲安全與合作組織	欧洲安全与合作组织
歐洲盃	欧洲杯
歐洲復興計畫	欧洲复兴计画
歐洲共同市場	欧洲共同市场
歐洲共同體	欧洲共同体
歐洲火藥庫	欧洲火药库
歐洲貨幣體系	欧洲货币体系
歐足聯杯	欧足联杯
毆鬥	殴斗
偶發	偶发
偶發事件	偶发事件
偶發性	偶发性
偶合	偶合
嘔出物	呕出物
耦合	耦合
藕覆	藕复
爬蟲	爬虫
爬蟲動物	爬虫动物
爬蟲類	爬虫类
爬蟲類動物	爬虫类动物
爬出	爬出
爬出來	爬出来
爬出去	爬出去
爬回	爬回
爬滿了	爬满了
爬升	爬升
帕金森氏症	帕金森氏症
帕金森症	帕金森症
帕克	帕克
帕累托法則	帕累托法则
帕累托最優	帕累托最优
帕羅貝克	帕罗贝克
帕穆克	帕穆克
帕絲齊克	帕丝齐克
帕索里尼	帕索里尼
帕臺農	帕台农
帕臺農神廟	帕台农神庙
帕特里克	帕特里克
帕特里夏	帕特里夏
帕謝克	帕谢克
帕修斯	帕修斯
拍板	拍板
拍出	拍出
拍出來	拍出来
拍出去	拍出去
拍齣好戲	拍出好戏
拍發	拍发
拍賣價	拍卖价
拍攝出	拍摄出
拍檯拍凳	拍台拍凳
徘徊於	徘徊于
徘迴	徘回
排版系統	排版系统
排表	排表
排兵佈陣	排兵布阵
排出	排出
排出來	排出来
排出去	排出去
排出體	排出体
排出作用	排出作用
排除萬難	排除万难
排當	排当
排檔桿	排档杆
排放出	排放出
排放系統	排放系统
排骨麪	排骨面
排扣	排扣
排列組合	排列组合
排門挨戶	排门挨户
排名表	排名表
排水系統	排水系统
排泄系統	排泄系统
排鬚	排须
排煙	排烟
牌板	牌板
牌價	牌价
牌面	牌面
牌子曲	牌子曲
派別	派别
派彩	派彩
派出	派出
派出機關	派出机关
派出來	派出来
派出去	派出去
派出所	派出所
派崔克	派崔克
派翠克	派翠克
派發	派发
派克	派克
派克大衣	派克大衣
派克斯頓	派克斯顿
派拉蒙	派拉蒙
派拉蒙影	派拉蒙影
派屈克	派屈克
派屈克節	派屈克节
派團	派团
派團參加	派团参加
派系	派系
潘安白髮	潘安白发
潘鬢沈腰	潘鬓沈腰
潘谷	潘谷
潘金蓮給武松敬酒	潘金莲给武松敬酒
潘連周	潘连周
潘太克斯	潘太克斯
潘威誌	潘威志
潘岳	潘岳
潘越雲	潘越云
潘嶽白髮	潘嶽白发
攀蟾折桂	攀蟾折桂
攀花折柳	攀花折柳
攀今吊古	攀今吊古
攀親引戚	攀亲引戚
攀升	攀升
攀巖	攀岩
